"time" "n_samples" "n_cells" "surv" "CL" "zt" "er" "b"
"373" 156 1143 906 "one_step_01" "0.99/0.99" "2500" "50" "0"
"374" 168 1142 901 "one_step_01" "0.99/0.99" "2500" "50" "0"
"375" 180 1142 878 "one_step_01" "0.99/0.99" "2500" "50" "0"
"376" 192 1141 880 "one_step_01" "0.99/0.99" "2500" "50" "0"
"377" 204 1140 869 "one_step_01" "0.99/0.99" "2500" "50" "0"
"378" 216 1140 828 "one_step_01" "0.99/0.99" "2500" "50" "0"
"379" 228 1139 820 "one_step_01" "0.99/0.99" "2500" "50" "0"
"380" 240 1138 786 "one_step_01" "0.99/0.99" "2500" "50" "0"
"381" 252 1138 761 "one_step_01" "0.99/0.99" "2500" "50" "0"
"382" 264 1137 723 "one_step_01" "0.99/0.99" "2500" "50" "0"
"383" 276 1135 646 "one_step_01" "0.99/0.99" "2500" "50" "0"
"384" 288 1134 645 "one_step_01" "0.99/0.99" "2500" "50" "0"
"385" 300 1132 613 "one_step_01" "0.99/0.99" "2500" "50" "0"
"386" 312 1130 577 "one_step_01" "0.99/0.99" "2500" "50" "0"
"387" 324 1128 575 "one_step_01" "0.99/0.99" "2500" "50" "0"
"388" 336 1127 527 "one_step_01" "0.99/0.99" "2500" "50" "0"
"389" 348 1125 493 "one_step_01" "0.99/0.99" "2500" "50" "0"
"390" 360 1124 485 "one_step_01" "0.99/0.99" "2500" "50" "0"
"391" 12 573 529 "one_step_01" "0.99/0.99" "2500" "50" "50"
"392" 24 1098 586 "one_step_01" "0.99/0.99" "2500" "50" "50"
"393" 36 1145 964 "one_step_01" "0.99/0.99" "2500" "50" "50"
"394" 48 1145 990 "one_step_01" "0.99/0.99" "2500" "50" "50"
"395" 60 1144 982 "one_step_01" "0.99/0.99" "2500" "50" "50"
"396" 72 1144 994 "one_step_01" "0.99/0.99" "2500" "50" "50"
"397" 84 1144 981 "one_step_01" "0.99/0.99" "2500" "50" "50"
"398" 96 1143 948 "one_step_01" "0.99/0.99" "2500" "50" "50"
"399" 108 1143 953 "one_step_01" "0.99/0.99" "2500" "50" "50"
"400" 120 1143 942 "one_step_01" "0.99/0.99" "2500" "50" "50"
"401" 132 1142 948 "one_step_01" "0.99/0.99" "2500" "50" "50"
"402" 144 1142 958 "one_step_01" "0.99/0.99" "2500" "50" "50"
"403" 156 1142 918 "one_step_01" "0.99/0.99" "2500" "50" "50"
"404" 168 1142 940 "one_step_01" "0.99/0.99" "2500" "50" "50"
"405" 180 1141 903 "one_step_01" "0.99/0.99" "2500" "50" "50"
"406" 192 1141 889 "one_step_01" "0.99/0.99" "2500" "50" "50"
"407" 204 1140 904 "one_step_01" "0.99/0.99" "2500" "50" "50"
"408" 216 1141 868 "one_step_01" "0.99/0.99" "2500" "50" "50"
"409" 228 1142 882 "one_step_01" "0.99/0.99" "2500" "50" "50"
"410" 240 1141 867 "one_step_01" "0.99/0.99" "2500" "50" "50"
"411" 252 1141 851 "one_step_01" "0.99/0.99" "2500" "50" "50"
"412" 264 1141 851 "one_step_01" "0.99/0.99" "2500" "50" "50"
"413" 276 1141 838 "one_step_01" "0.99/0.99" "2500" "50" "50"
"414" 288 1139 809 "one_step_01" "0.99/0.99" "2500" "50" "50"
"415" 300 1139 811 "one_step_01" "0.99/0.99" "2500" "50" "50"
"416" 312 1138 787 "one_step_01" "0.99/0.99" "2500" "50" "50"
"417" 324 1137 747 "one_step_01" "0.99/0.99" "2500" "50" "50"
"418" 336 1137 737 "one_step_01" "0.99/0.99" "2500" "50" "50"
"419" 348 1136 703 "one_step_01" "0.99/0.99" "2500" "50" "50"
"420" 360 1136 655 "one_step_01" "0.99/0.99" "2500" "50" "50"
"421" 12 573 520 "one_step_01" "0.99/0.99" "2500" "50" "90"
"422" 24 573 526 "one_step_01" "0.99/0.99" "2500" "50" "90"
"423" 36 1145 980 "one_step_01" "0.99/0.99" "2500" "50" "90"
"424" 48 1145 972 "one_step_01" "0.99/0.99" "2500" "50" "90"
"425" 60 1145 974 "one_step_01" "0.99/0.99" "2500" "50" "90"
"426" 72 1144 992 "one_step_01" "0.99/0.99" "2500" "50" "90"
"427" 84 1144 973 "one_step_01" "0.99/0.99" "2500" "50" "90"
"428" 96 1144 987 "one_step_01" "0.99/0.99" "2500" "50" "90"
"429" 108 1144 987 "one_step_01" "0.99/0.99" "2500" "50" "90"
"430" 120 1143 946 "one_step_01" "0.99/0.99" "2500" "50" "90"
"431" 132 1143 981 "one_step_01" "0.99/0.99" "2500" "50" "90"
"432" 144 1143 963 "one_step_01" "0.99/0.99" "2500" "50" "90"
"433" 156 1143 946 "one_step_01" "0.99/0.99" "2500" "50" "90"
"434" 168 1143 923 "one_step_01" "0.99/0.99" "2500" "50" "90"
"435" 180 1143 935 "one_step_01" "0.99/0.99" "2500" "50" "90"
"436" 192 1142 923 "one_step_01" "0.99/0.99" "2500" "50" "90"
"437" 204 1142 926 "one_step_01" "0.99/0.99" "2500" "50" "90"
"438" 216 1142 927 "one_step_01" "0.99/0.99" "2500" "50" "90"
"439" 228 1142 934 "one_step_01" "0.99/0.99" "2500" "50" "90"
"440" 240 1142 897 "one_step_01" "0.99/0.99" "2500" "50" "90"
"441" 252 1141 888 "one_step_01" "0.99/0.99" "2500" "50" "90"
"442" 264 1141 919 "one_step_01" "0.99/0.99" "2500" "50" "90"
"443" 276 1141 894 "one_step_01" "0.99/0.99" "2500" "50" "90"
"444" 288 1140 860 "one_step_01" "0.99/0.99" "2500" "50" "90"
"445" 300 1140 864 "one_step_01" "0.99/0.99" "2500" "50" "90"
"446" 312 1140 871 "one_step_01" "0.99/0.99" "2500" "50" "90"
"447" 324 1140 838 "one_step_01" "0.99/0.99" "2500" "50" "90"
"448" 336 1140 852 "one_step_01" "0.99/0.99" "2500" "50" "90"
"449" 348 1139 835 "one_step_01" "0.99/0.99" "2500" "50" "90"
"450" 360 1140 849 "one_step_01" "0.99/0.99" "2500" "50" "90"
"451" 12 573 527 "one_step_01" "0.99/0.99" "2500" "100" "0"
"452" 24 1124 667 "one_step_01" "0.99/0.99" "2500" "100" "0"
"453" 36 1144 949 "one_step_01" "0.99/0.99" "2500" "100" "0"
"454" 48 1145 974 "one_step_01" "0.99/0.99" "2500" "100" "0"
"455" 60 1144 973 "one_step_01" "0.99/0.99" "2500" "100" "0"
"456" 72 1143 956 "one_step_01" "0.99/0.99" "2500" "100" "0"
"457" 84 1143 940 "one_step_01" "0.99/0.99" "2500" "100" "0"
"458" 96 1142 904 "one_step_01" "0.99/0.99" "2500" "100" "0"
"459" 108 1142 903 "one_step_01" "0.99/0.99" "2500" "100" "0"
"460" 120 1141 912 "one_step_01" "0.99/0.99" "2500" "100" "0"
"461" 132 1141 865 "one_step_01" "0.99/0.99" "2500" "100" "0"
"462" 144 1141 867 "one_step_01" "0.99/0.99" "2500" "100" "0"
"463" 156 1141 859 "one_step_01" "0.99/0.99" "2500" "100" "0"
"464" 168 1141 846 "one_step_01" "0.99/0.99" "2500" "100" "0"
"465" 180 1141 842 "one_step_01" "0.99/0.99" "2500" "100" "0"
"466" 192 1139 786 "one_step_01" "0.99/0.99" "2500" "100" "0"
"467" 204 1138 764 "one_step_01" "0.99/0.99" "2500" "100" "0"
"468" 216 1136 709 "one_step_01" "0.99/0.99" "2500" "100" "0"
"469" 228 1136 729 "one_step_01" "0.99/0.99" "2500" "100" "0"
"470" 240 1136 682 "one_step_01" "0.99/0.99" "2500" "100" "0"
"471" 252 1137 680 "one_step_01" "0.99/0.99" "2500" "100" "0"
"472" 264 1136 669 "one_step_01" "0.99/0.99" "2500" "100" "0"
"473" 276 1136 630 "one_step_01" "0.99/0.99" "2500" "100" "0"
"474" 288 1133 636 "one_step_01" "0.99/0.99" "2500" "100" "0"
"475" 300 1131 562 "one_step_01" "0.99/0.99" "2500" "100" "0"
"476" 312 1129 559 "one_step_01" "0.99/0.99" "2500" "100" "0"
"477" 324 1128 499 "one_step_01" "0.99/0.99" "2500" "100" "0"
"478" 336 1127 487 "one_step_01" "0.99/0.99" "2500" "100" "0"
"479" 348 1126 482 "one_step_01" "0.99/0.99" "2500" "100" "0"
"480" 360 1125 457 "one_step_01" "0.99/0.99" "2500" "100" "0"
"481" 12 573 529 "one_step_01" "0.99/0.99" "2500" "100" "50"
"482" 24 573 531 "one_step_01" "0.99/0.99" "2500" "100" "50"
"483" 36 1145 963 "one_step_01" "0.99/0.99" "2500" "100" "50"
"484" 48 1145 971 "one_step_01" "0.99/0.99" "2500" "100" "50"
"485" 60 1144 974 "one_step_01" "0.99/0.99" "2500" "100" "50"
"486" 72 1143 954 "one_step_01" "0.99/0.99" "2500" "100" "50"
"487" 84 1143 934 "one_step_01" "0.99/0.99" "2500" "100" "50"
"488" 96 1143 929 "one_step_01" "0.99/0.99" "2500" "100" "50"
"489" 108 1142 921 "one_step_01" "0.99/0.99" "2500" "100" "50"
"490" 120 1142 903 "one_step_01" "0.99/0.99" "2500" "100" "50"
"491" 132 1141 897 "one_step_01" "0.99/0.99" "2500" "100" "50"
"492" 144 1141 877 "one_step_01" "0.99/0.99" "2500" "100" "50"
"493" 156 1140 863 "one_step_01" "0.99/0.99" "2500" "100" "50"
"494" 168 1139 840 "one_step_01" "0.99/0.99" "2500" "100" "50"
"495" 180 1139 840 "one_step_01" "0.99/0.99" "2500" "100" "50"
"496" 192 1139 815 "one_step_01" "0.99/0.99" "2500" "100" "50"
"497" 204 1138 803 "one_step_01" "0.99/0.99" "2500" "100" "50"
"498" 216 1138 800 "one_step_01" "0.99/0.99" "2500" "100" "50"
"499" 228 1140 820 "one_step_01" "0.99/0.99" "2500" "100" "50"
"500" 240 1139 807 "one_step_01" "0.99/0.99" "2500" "100" "50"
"501" 252 1140 812 "one_step_01" "0.99/0.99" "2500" "100" "50"
"502" 264 1140 787 "one_step_01" "0.99/0.99" "2500" "100" "50"
"503" 276 1141 806 "one_step_01" "0.99/0.99" "2500" "100" "50"
"504" 288 1141 793 "one_step_01" "0.99/0.99" "2500" "100" "50"
"505" 300 1139 767 "one_step_01" "0.99/0.99" "2500" "100" "50"
"506" 312 1138 736 "one_step_01" "0.99/0.99" "2500" "100" "50"
"507" 324 1138 726 "one_step_01" "0.99/0.99" "2500" "100" "50"
"508" 336 1138 717 "one_step_01" "0.99/0.99" "2500" "100" "50"
"509" 348 1138 722 "one_step_01" "0.99/0.99" "2500" "100" "50"
"510" 360 1136 709 "one_step_01" "0.99/0.99" "2500" "100" "50"
"511" 12 573 535 "one_step_01" "0.99/0.99" "2500" "100" "90"
"512" 24 1143 873 "one_step_01" "0.99/0.99" "2500" "100" "90"
"513" 36 1144 950 "one_step_01" "0.99/0.99" "2500" "100" "90"
"514" 48 1145 953 "one_step_01" "0.99/0.99" "2500" "100" "90"
"515" 60 1145 972 "one_step_01" "0.99/0.99" "2500" "100" "90"
"516" 72 1145 970 "one_step_01" "0.99/0.99" "2500" "100" "90"
"517" 84 1145 980 "one_step_01" "0.99/0.99" "2500" "100" "90"
"518" 96 1145 986 "one_step_01" "0.99/0.99" "2500" "100" "90"
"519" 108 1144 960 "one_step_01" "0.99/0.99" "2500" "100" "90"
"520" 120 1143 943 "one_step_01" "0.99/0.99" "2500" "100" "90"
"521" 132 1143 957 "one_step_01" "0.99/0.99" "2500" "100" "90"
"522" 144 1143 934 "one_step_01" "0.99/0.99" "2500" "100" "90"
"523" 156 1143 921 "one_step_01" "0.99/0.99" "2500" "100" "90"
"524" 168 1142 904 "one_step_01" "0.99/0.99" "2500" "100" "90"
"525" 180 1142 897 "one_step_01" "0.99/0.99" "2500" "100" "90"
"526" 192 1142 914 "one_step_01" "0.99/0.99" "2500" "100" "90"
"527" 204 1142 912 "one_step_01" "0.99/0.99" "2500" "100" "90"
"528" 216 1142 878 "one_step_01" "0.99/0.99" "2500" "100" "90"
"529" 228 1142 882 "one_step_01" "0.99/0.99" "2500" "100" "90"
"530" 240 1141 896 "one_step_01" "0.99/0.99" "2500" "100" "90"
"531" 252 1141 877 "one_step_01" "0.99/0.99" "2500" "100" "90"
"532" 264 1141 876 "one_step_01" "0.99/0.99" "2500" "100" "90"
"533" 276 1140 873 "one_step_01" "0.99/0.99" "2500" "100" "90"
"534" 288 1139 835 "one_step_01" "0.99/0.99" "2500" "100" "90"
"535" 300 1139 829 "one_step_01" "0.99/0.99" "2500" "100" "90"
"536" 312 1139 826 "one_step_01" "0.99/0.99" "2500" "100" "90"
"537" 324 1139 814 "one_step_01" "0.99/0.99" "2500" "100" "90"
"538" 336 1139 812 "one_step_01" "0.99/0.99" "2500" "100" "90"
"539" 348 1138 790 "one_step_01" "0.99/0.99" "2500" "100" "90"
"540" 360 1138 782 "one_step_01" "0.99/0.99" "2500" "100" "90"
"541" 12 573 540 "one_step_01" "0.99/0.99" "5000" "50" "0"
"542" 24 573 543 "one_step_01" "0.99/0.99" "5000" "50" "0"
"543" 36 1144 999 "one_step_01" "0.99/0.99" "5000" "50" "0"
"544" 48 1145 982 "one_step_01" "0.99/0.99" "5000" "50" "0"
"545" 60 1144 993 "one_step_01" "0.99/0.99" "5000" "50" "0"
"546" 72 1144 968 "one_step_01" "0.99/0.99" "5000" "50" "0"
"547" 84 1144 991 "one_step_01" "0.99/0.99" "5000" "50" "0"
"548" 96 1144 980 "one_step_01" "0.99/0.99" "5000" "50" "0"
"549" 108 1144 954 "one_step_01" "0.99/0.99" "5000" "50" "0"
"550" 120 1144 972 "one_step_01" "0.99/0.99" "5000" "50" "0"
"551" 132 1144 978 "one_step_01" "0.99/0.99" "5000" "50" "0"
"552" 144 1143 962 "one_step_01" "0.99/0.99" "5000" "50" "0"
"553" 156 1143 925 "one_step_01" "0.99/0.99" "5000" "50" "0"
"554" 168 1143 930 "one_step_01" "0.99/0.99" "5000" "50" "0"
"555" 180 1141 853 "one_step_01" "0.99/0.99" "5000" "50" "0"
"556" 192 1140 848 "one_step_01" "0.99/0.99" "5000" "50" "0"
"557" 204 1139 813 "one_step_01" "0.99/0.99" "5000" "50" "0"
"558" 216 1137 749 "one_step_01" "0.99/0.99" "5000" "50" "0"
"559" 228 1133 713 "one_step_01" "0.99/0.99" "5000" "50" "0"
"560" 240 1131 651 "one_step_01" "0.99/0.99" "5000" "50" "0"
"561" 252 1129 641 "one_step_01" "0.99/0.99" "5000" "50" "0"
"562" 264 1124 617 "one_step_01" "0.99/0.99" "5000" "50" "0"
"563" 276 1121 584 "one_step_01" "0.99/0.99" "5000" "50" "0"
"564" 288 1119 568 "one_step_01" "0.99/0.99" "5000" "50" "0"
"565" 300 1117 546 "one_step_01" "0.99/0.99" "5000" "50" "0"
"566" 312 1116 527 "one_step_01" "0.99/0.99" "5000" "50" "0"
"567" 324 1115 494 "one_step_01" "0.99/0.99" "5000" "50" "0"
"568" 336 1115 482 "one_step_01" "0.99/0.99" "5000" "50" "0"
"569" 348 1115 473 "one_step_01" "0.99/0.99" "5000" "50" "0"
"570" 360 1114 454 "one_step_01" "0.99/0.99" "5000" "50" "0"
"571" 12 573 545 "one_step_01" "0.99/0.99" "5000" "50" "50"
"572" 24 1144 953 "one_step_01" "0.99/0.99" "5000" "50" "50"
"573" 36 1144 1008 "one_step_01" "0.99/0.99" "5000" "50" "50"
"574" 48 1144 993 "one_step_01" "0.99/0.99" "5000" "50" "50"
"575" 60 1144 1008 "one_step_01" "0.99/0.99" "5000" "50" "50"
"576" 72 1144 991 "one_step_01" "0.99/0.99" "5000" "50" "50"
"577" 84 1144 980 "one_step_01" "0.99/0.99" "5000" "50" "50"
"578" 96 1144 988 "one_step_01" "0.99/0.99" "5000" "50" "50"
"579" 108 1144 989 "one_step_01" "0.99/0.99" "5000" "50" "50"
"580" 120 1144 964 "one_step_01" "0.99/0.99" "5000" "50" "50"
"581" 132 1144 973 "one_step_01" "0.99/0.99" "5000" "50" "50"
"582" 144 1144 945 "one_step_01" "0.99/0.99" "5000" "50" "50"
"583" 156 1144 955 "one_step_01" "0.99/0.99" "5000" "50" "50"
"584" 168 1144 954 "one_step_01" "0.99/0.99" "5000" "50" "50"
"585" 180 1143 916 "one_step_01" "0.99/0.99" "5000" "50" "50"
"586" 192 1143 941 "one_step_01" "0.99/0.99" "5000" "50" "50"
"587" 204 1143 895 "one_step_01" "0.99/0.99" "5000" "50" "50"
"588" 216 1142 859 "one_step_01" "0.99/0.99" "5000" "50" "50"
"589" 228 1141 845 "one_step_01" "0.99/0.99" "5000" "50" "50"
"590" 240 1140 808 "one_step_01" "0.99/0.99" "5000" "50" "50"
"591" 252 1139 802 "one_step_01" "0.99/0.99" "5000" "50" "50"
"592" 264 1138 774 "one_step_01" "0.99/0.99" "5000" "50" "50"
"593" 276 1137 755 "one_step_01" "0.99/0.99" "5000" "50" "50"
"594" 288 1136 715 "one_step_01" "0.99/0.99" "5000" "50" "50"
"595" 300 1132 673 "one_step_01" "0.99/0.99" "5000" "50" "50"
"596" 312 1131 671 "one_step_01" "0.99/0.99" "5000" "50" "50"
"597" 324 1130 638 "one_step_01" "0.99/0.99" "5000" "50" "50"
"598" 336 1128 610 "one_step_01" "0.99/0.99" "5000" "50" "50"
"599" 348 1127 613 "one_step_01" "0.99/0.99" "5000" "50" "50"
"600" 360 1125 571 "one_step_01" "0.99/0.99" "5000" "50" "50"
"601" 12 573 533 "one_step_01" "0.99/0.99" "5000" "50" "90"
"602" 24 1116 617 "one_step_01" "0.99/0.99" "5000" "50" "90"
"603" 36 1145 1008 "one_step_01" "0.99/0.99" "5000" "50" "90"
"604" 48 1145 998 "one_step_01" "0.99/0.99" "5000" "50" "90"
"605" 60 1144 998 "one_step_01" "0.99/0.99" "5000" "50" "90"
"606" 72 1144 989 "one_step_01" "0.99/0.99" "5000" "50" "90"
"607" 84 1144 999 "one_step_01" "0.99/0.99" "5000" "50" "90"
"608" 96 1144 995 "one_step_01" "0.99/0.99" "5000" "50" "90"
"609" 108 1144 984 "one_step_01" "0.99/0.99" "5000" "50" "90"
"610" 120 1144 989 "one_step_01" "0.99/0.99" "5000" "50" "90"
"611" 132 1144 980 "one_step_01" "0.99/0.99" "5000" "50" "90"
"612" 144 1144 971 "one_step_01" "0.99/0.99" "5000" "50" "90"
"613" 156 1144 962 "one_step_01" "0.99/0.99" "5000" "50" "90"
"614" 168 1144 953 "one_step_01" "0.99/0.99" "5000" "50" "90"
"615" 180 1144 977 "one_step_01" "0.99/0.99" "5000" "50" "90"
"616" 192 1144 966 "one_step_01" "0.99/0.99" "5000" "50" "90"
"617" 204 1144 969 "one_step_01" "0.99/0.99" "5000" "50" "90"
"618" 216 1144 939 "one_step_01" "0.99/0.99" "5000" "50" "90"
"619" 228 1144 944 "one_step_01" "0.99/0.99" "5000" "50" "90"
"620" 240 1143 915 "one_step_01" "0.99/0.99" "5000" "50" "90"
"621" 252 1143 913 "one_step_01" "0.99/0.99" "5000" "50" "90"
"622" 264 1143 901 "one_step_01" "0.99/0.99" "5000" "50" "90"
"623" 276 1143 928 "one_step_01" "0.99/0.99" "5000" "50" "90"
"624" 288 1143 935 "one_step_01" "0.99/0.99" "5000" "50" "90"
"625" 300 1143 935 "one_step_01" "0.99/0.99" "5000" "50" "90"
"626" 312 1142 920 "one_step_01" "0.99/0.99" "5000" "50" "90"
"627" 324 1142 907 "one_step_01" "0.99/0.99" "5000" "50" "90"
"628" 336 1142 910 "one_step_01" "0.99/0.99" "5000" "50" "90"
"629" 348 1142 907 "one_step_01" "0.99/0.99" "5000" "50" "90"
"630" 360 1142 894 "one_step_01" "0.99/0.99" "5000" "50" "90"
"631" 12 573 530 "one_step_01" "0.99/0.99" "5000" "100" "0"
"632" 24 573 534 "one_step_01" "0.99/0.99" "5000" "100" "0"
"633" 36 1144 1000 "one_step_01" "0.99/0.99" "5000" "100" "0"
"634" 48 1144 987 "one_step_01" "0.99/0.99" "5000" "100" "0"
"635" 60 1144 978 "one_step_01" "0.99/0.99" "5000" "100" "0"
"636" 72 1144 965 "one_step_01" "0.99/0.99" "5000" "100" "0"
"637" 84 1144 964 "one_step_01" "0.99/0.99" "5000" "100" "0"
"638" 96 1144 957 "one_step_01" "0.99/0.99" "5000" "100" "0"
"639" 108 1143 945 "one_step_01" "0.99/0.99" "5000" "100" "0"
"640" 120 1143 925 "one_step_01" "0.99/0.99" "5000" "100" "0"
"641" 132 1143 909 "one_step_01" "0.99/0.99" "5000" "100" "0"
"642" 144 1142 910 "one_step_01" "0.99/0.99" "5000" "100" "0"
"643" 156 1142 909 "one_step_01" "0.99/0.99" "5000" "100" "0"
"644" 168 1141 847 "one_step_01" "0.99/0.99" "5000" "100" "0"
"645" 180 1140 806 "one_step_01" "0.99/0.99" "5000" "100" "0"
"646" 192 1138 757 "one_step_01" "0.99/0.99" "5000" "100" "0"
"647" 204 1135 729 "one_step_01" "0.99/0.99" "5000" "100" "0"
"648" 216 1129 648 "one_step_01" "0.99/0.99" "5000" "100" "0"
"649" 228 1127 616 "one_step_01" "0.99/0.99" "5000" "100" "0"
"650" 240 1124 588 "one_step_01" "0.99/0.99" "5000" "100" "0"
"651" 252 1118 564 "one_step_01" "0.99/0.99" "5000" "100" "0"
"652" 264 1117 517 "one_step_01" "0.99/0.99" "5000" "100" "0"
"653" 276 1116 500 "one_step_01" "0.99/0.99" "5000" "100" "0"
"654" 288 1110 464 "one_step_01" "0.99/0.99" "5000" "100" "0"
"655" 300 1110 431 "one_step_01" "0.99/0.99" "5000" "100" "0"
"656" 312 1109 436 "one_step_01" "0.99/0.99" "5000" "100" "0"
"657" 324 1106 420 "one_step_01" "0.99/0.99" "5000" "100" "0"
"658" 336 1104 383 "one_step_01" "0.99/0.99" "5000" "100" "0"
"659" 348 1103 378 "one_step_01" "0.99/0.99" "5000" "100" "0"
"660" 360 1099 383 "one_step_01" "0.99/0.99" "5000" "100" "0"
"661" 12 573 532 "one_step_01" "0.99/0.99" "5000" "100" "50"
"662" 24 1142 862 "one_step_01" "0.99/0.99" "5000" "100" "50"
"663" 36 1144 994 "one_step_01" "0.99/0.99" "5000" "100" "50"
"664" 48 1144 997 "one_step_01" "0.99/0.99" "5000" "100" "50"
"665" 60 1144 990 "one_step_01" "0.99/0.99" "5000" "100" "50"
"666" 72 1144 997 "one_step_01" "0.99/0.99" "5000" "100" "50"
"667" 84 1144 974 "one_step_01" "0.99/0.99" "5000" "100" "50"
"668" 96 1144 984 "one_step_01" "0.99/0.99" "5000" "100" "50"
"669" 108 1144 941 "one_step_01" "0.99/0.99" "5000" "100" "50"
"670" 120 1144 946 "one_step_01" "0.99/0.99" "5000" "100" "50"
"671" 132 1143 922 "one_step_01" "0.99/0.99" "5000" "100" "50"
"672" 144 1143 933 "one_step_01" "0.99/0.99" "5000" "100" "50"
"673" 156 1143 916 "one_step_01" "0.99/0.99" "5000" "100" "50"
"674" 168 1142 911 "one_step_01" "0.99/0.99" "5000" "100" "50"
"675" 180 1142 893 "one_step_01" "0.99/0.99" "5000" "100" "50"
"676" 192 1142 905 "one_step_01" "0.99/0.99" "5000" "100" "50"
"677" 204 1142 904 "one_step_01" "0.99/0.99" "5000" "100" "50"
"678" 216 1142 871 "one_step_01" "0.99/0.99" "5000" "100" "50"
"679" 228 1142 849 "one_step_01" "0.99/0.99" "5000" "100" "50"
"680" 240 1141 835 "one_step_01" "0.99/0.99" "5000" "100" "50"
"681" 252 1139 788 "one_step_01" "0.99/0.99" "5000" "100" "50"
"682" 264 1138 756 "one_step_01" "0.99/0.99" "5000" "100" "50"
"683" 276 1136 714 "one_step_01" "0.99/0.99" "5000" "100" "50"
"684" 288 1136 704 "one_step_01" "0.99/0.99" "5000" "100" "50"
"685" 300 1131 621 "one_step_01" "0.99/0.99" "5000" "100" "50"
"686" 312 1128 614 "one_step_01" "0.99/0.99" "5000" "100" "50"
"687" 324 1127 590 "one_step_01" "0.99/0.99" "5000" "100" "50"
"688" 336 1125 582 "one_step_01" "0.99/0.99" "5000" "100" "50"
"689" 348 1124 547 "one_step_01" "0.99/0.99" "5000" "100" "50"
"690" 360 1120 512 "one_step_01" "0.99/0.99" "5000" "100" "50"
"691" 12 573 528 "one_step_01" "0.99/0.99" "5000" "100" "90"
"692" 24 1143 895 "one_step_01" "0.99/0.99" "5000" "100" "90"
"693" 36 1144 976 "one_step_01" "0.99/0.99" "5000" "100" "90"
"694" 48 1144 997 "one_step_01" "0.99/0.99" "5000" "100" "90"
"695" 60 1144 994 "one_step_01" "0.99/0.99" "5000" "100" "90"
"696" 72 1144 975 "one_step_01" "0.99/0.99" "5000" "100" "90"
"697" 84 1144 980 "one_step_01" "0.99/0.99" "5000" "100" "90"
"698" 96 1144 984 "one_step_01" "0.99/0.99" "5000" "100" "90"
"699" 108 1144 965 "one_step_01" "0.99/0.99" "5000" "100" "90"
"700" 120 1144 974 "one_step_01" "0.99/0.99" "5000" "100" "90"
"701" 132 1144 968 "one_step_01" "0.99/0.99" "5000" "100" "90"
"702" 144 1144 959 "one_step_01" "0.99/0.99" "5000" "100" "90"
"703" 156 1144 969 "one_step_01" "0.99/0.99" "5000" "100" "90"
"704" 168 1144 950 "one_step_01" "0.99/0.99" "5000" "100" "90"
"705" 180 1144 951 "one_step_01" "0.99/0.99" "5000" "100" "90"
"706" 192 1143 937 "one_step_01" "0.99/0.99" "5000" "100" "90"
"707" 204 1143 945 "one_step_01" "0.99/0.99" "5000" "100" "90"
"708" 216 1143 927 "one_step_01" "0.99/0.99" "5000" "100" "90"
"709" 228 1143 906 "one_step_01" "0.99/0.99" "5000" "100" "90"
"710" 240 1143 919 "one_step_01" "0.99/0.99" "5000" "100" "90"
"711" 252 1143 913 "one_step_01" "0.99/0.99" "5000" "100" "90"
"712" 264 1143 905 "one_step_01" "0.99/0.99" "5000" "100" "90"
"713" 276 1143 901 "one_step_01" "0.99/0.99" "5000" "100" "90"
"714" 288 1143 884 "one_step_01" "0.99/0.99" "5000" "100" "90"
"715" 300 1143 887 "one_step_01" "0.99/0.99" "5000" "100" "90"
"716" 312 1143 883 "one_step_01" "0.99/0.99" "5000" "100" "90"
"717" 324 1142 875 "one_step_01" "0.99/0.99" "5000" "100" "90"
"718" 336 1142 890 "one_step_01" "0.99/0.99" "5000" "100" "90"
"719" 348 1142 885 "one_step_01" "0.99/0.99" "5000" "100" "90"
"720" 360 1142 864 "one_step_01" "0.99/0.99" "5000" "100" "90"
"721" 12 13158 398 "two_step_00" "0.8/0.9" "2500" "50" "0"
"722" 24 30815 867 "two_step_00" "0.8/0.9" "2500" "50" "0"
"723" 36 29356 940 "two_step_00" "0.8/0.9" "2500" "50" "0"
"724" 48 28129 942 "two_step_00" "0.8/0.9" "2500" "50" "0"
"725" 60 27112 942 "two_step_00" "0.8/0.9" "2500" "50" "0"
"726" 72 25118 937 "two_step_00" "0.8/0.9" "2500" "50" "0"
"727" 84 25397 998 "two_step_00" "0.8/0.9" "2500" "50" "0"
"728" 96 24255 990 "two_step_00" "0.8/0.9" "2500" "50" "0"
"729" 108 24260 986 "two_step_00" "0.8/0.9" "2500" "50" "0"
"730" 120 24938 976 "two_step_00" "0.8/0.9" "2500" "50" "0"
"731" 132 24659 970 "two_step_00" "0.8/0.9" "2500" "50" "0"
"732" 144 26308 961 "two_step_00" "0.8/0.9" "2500" "50" "0"
"733" 156 26952 1027 "two_step_00" "0.8/0.9" "2500" "50" "0"
"734" 168 26126 1010 "two_step_00" "0.8/0.9" "2500" "50" "0"
"735" 180 26653 996 "two_step_00" "0.8/0.9" "2500" "50" "0"
"736" 192 26717 1004 "two_step_00" "0.8/0.9" "2500" "50" "0"
"737" 204 25951 998 "two_step_00" "0.8/0.9" "2500" "50" "0"
"738" 216 26705 1008 "two_step_00" "0.8/0.9" "2500" "50" "0"
"739" 228 27579 1019 "two_step_00" "0.8/0.9" "2500" "50" "0"
