"time" "n_samples" "n_cells" "surv" "CL" "zt" "er" "b"
"1099" 228 13385 513 "two_step_01" "0.6/0.7" "2500" "50" "0"
"1100" 240 13433 510 "two_step_01" "0.6/0.7" "2500" "50" "0"
"1101" 252 13503 539 "two_step_01" "0.6/0.7" "2500" "50" "0"
"1102" 264 12659 504 "two_step_01" "0.6/0.7" "2500" "50" "0"
"1103" 276 13123 534 "two_step_01" "0.6/0.7" "2500" "50" "0"
"1104" 288 12959 528 "two_step_01" "0.6/0.7" "2500" "50" "0"
"1105" 300 12616 525 "two_step_01" "0.6/0.7" "2500" "50" "0"
"1106" 312 12393 491 "two_step_01" "0.6/0.7" "2500" "50" "0"
"1107" 324 12380 484 "two_step_01" "0.6/0.7" "2500" "50" "0"
"1108" 336 12846 479 "two_step_01" "0.6/0.7" "2500" "50" "0"
"1109" 348 13178 476 "two_step_01" "0.6/0.7" "2500" "50" "0"
"1110" 360 12929 446 "two_step_01" "0.6/0.7" "2500" "50" "0"
"1111" 12 7507 227 "two_step_01" "0.6/0.7" "2500" "50" "50"
"1112" 24 17508 518 "two_step_01" "0.6/0.7" "2500" "50" "50"
"1113" 36 16929 520 "two_step_01" "0.6/0.7" "2500" "50" "50"
"1114" 48 16514 520 "two_step_01" "0.6/0.7" "2500" "50" "50"
"1115" 60 16303 521 "two_step_01" "0.6/0.7" "2500" "50" "50"
"1116" 72 15311 521 "two_step_01" "0.6/0.7" "2500" "50" "50"
"1117" 84 14786 521 "two_step_01" "0.6/0.7" "2500" "50" "50"
"1118" 96 14372 521 "two_step_01" "0.6/0.7" "2500" "50" "50"
"1119" 108 14634 519 "two_step_01" "0.6/0.7" "2500" "50" "50"
"1120" 120 13912 519 "two_step_01" "0.6/0.7" "2500" "50" "50"
"1121" 132 14242 519 "two_step_01" "0.6/0.7" "2500" "50" "50"
"1122" 144 13479 519 "two_step_01" "0.6/0.7" "2500" "50" "50"
"1123" 156 13724 518 "two_step_01" "0.6/0.7" "2500" "50" "50"
"1124" 168 13792 518 "two_step_01" "0.6/0.7" "2500" "50" "50"
"1125" 180 13558 517 "two_step_01" "0.6/0.7" "2500" "50" "50"
"1126" 192 12804 516 "two_step_01" "0.6/0.7" "2500" "50" "50"
"1127" 204 13503 515 "two_step_01" "0.6/0.7" "2500" "50" "50"
"1128" 216 12906 513 "two_step_01" "0.6/0.7" "2500" "50" "50"
"1129" 228 14558 546 "two_step_01" "0.6/0.7" "2500" "50" "50"
"1130" 240 13905 514 "two_step_01" "0.6/0.7" "2500" "50" "50"
"1131" 252 14559 514 "two_step_01" "0.6/0.7" "2500" "50" "50"
"1132" 264 13893 513 "two_step_01" "0.6/0.7" "2500" "50" "50"
"1133" 276 13370 544 "two_step_01" "0.6/0.7" "2500" "50" "50"
"1134" 288 13710 543 "two_step_01" "0.6/0.7" "2500" "50" "50"
"1135" 300 13350 539 "two_step_01" "0.6/0.7" "2500" "50" "50"
"1136" 312 13103 540 "two_step_01" "0.6/0.7" "2500" "50" "50"
"1137" 324 13560 538 "two_step_01" "0.6/0.7" "2500" "50" "50"
"1138" 336 13888 577 "two_step_01" "0.6/0.7" "2500" "50" "50"
"1139" 348 14052 544 "two_step_01" "0.6/0.7" "2500" "50" "50"
"1140" 360 14062 542 "two_step_01" "0.6/0.7" "2500" "50" "50"
"1141" 12 7513 227 "two_step_01" "0.6/0.7" "2500" "50" "90"
"1142" 24 16429 509 "two_step_01" "0.6/0.7" "2500" "50" "90"
"1143" 36 16583 487 "two_step_01" "0.6/0.7" "2500" "50" "90"
"1144" 48 16644 487 "two_step_01" "0.6/0.7" "2500" "50" "90"
"1145" 60 15980 520 "two_step_01" "0.6/0.7" "2500" "50" "90"
"1146" 72 16140 520 "two_step_01" "0.6/0.7" "2500" "50" "90"
"1147" 84 16508 521 "two_step_01" "0.6/0.7" "2500" "50" "90"
"1148" 96 16038 521 "two_step_01" "0.6/0.7" "2500" "50" "90"
"1149" 108 15244 521 "two_step_01" "0.6/0.7" "2500" "50" "90"
"1150" 120 15233 521 "two_step_01" "0.6/0.7" "2500" "50" "90"
"1151" 132 15246 521 "two_step_01" "0.6/0.7" "2500" "50" "90"
"1152" 144 14540 519 "two_step_01" "0.6/0.7" "2500" "50" "90"
"1153" 156 15360 553 "two_step_01" "0.6/0.7" "2500" "50" "90"
"1154" 168 14880 551 "two_step_01" "0.6/0.7" "2500" "50" "90"
"1155" 180 14210 550 "two_step_01" "0.6/0.7" "2500" "50" "90"
"1156" 192 14737 551 "two_step_01" "0.6/0.7" "2500" "50" "90"
"1157" 204 14214 548 "two_step_01" "0.6/0.7" "2500" "50" "90"
"1158" 216 13982 549 "two_step_01" "0.6/0.7" "2500" "50" "90"
"1159" 228 13762 548 "two_step_01" "0.6/0.7" "2500" "50" "90"
"1160" 240 13923 548 "two_step_01" "0.6/0.7" "2500" "50" "90"
"1161" 252 14108 547 "two_step_01" "0.6/0.7" "2500" "50" "90"
"1162" 264 13766 546 "two_step_01" "0.6/0.7" "2500" "50" "90"
"1163" 276 13629 544 "two_step_01" "0.6/0.7" "2500" "50" "90"
"1164" 288 13670 544 "two_step_01" "0.6/0.7" "2500" "50" "90"
"1165" 300 14618 583 "two_step_01" "0.6/0.7" "2500" "50" "90"
"1166" 312 14669 582 "two_step_01" "0.6/0.7" "2500" "50" "90"
"1167" 324 14808 580 "two_step_01" "0.6/0.7" "2500" "50" "90"
"1168" 336 14495 579 "two_step_01" "0.6/0.7" "2500" "50" "90"
"1169" 348 14139 577 "two_step_01" "0.6/0.7" "2500" "50" "90"
"1170" 360 14604 575 "two_step_01" "0.6/0.7" "2500" "50" "90"
"1171" 12 7517 227 "two_step_01" "0.6/0.7" "2500" "100" "0"
"1172" 24 16735 479 "two_step_01" "0.6/0.7" "2500" "100" "0"
"1173" 36 16321 520 "two_step_01" "0.6/0.7" "2500" "100" "0"
"1174" 48 15653 520 "two_step_01" "0.6/0.7" "2500" "100" "0"
"1175" 60 16042 553 "two_step_01" "0.6/0.7" "2500" "100" "0"
"1176" 72 15121 553 "two_step_01" "0.6/0.7" "2500" "100" "0"
"1177" 84 14758 551 "two_step_01" "0.6/0.7" "2500" "100" "0"
"1178" 96 14215 550 "two_step_01" "0.6/0.7" "2500" "100" "0"
"1179" 108 14309 549 "two_step_01" "0.6/0.7" "2500" "100" "0"
"1180" 120 14084 587 "two_step_01" "0.6/0.7" "2500" "100" "0"
"1181" 132 14115 585 "two_step_01" "0.6/0.7" "2500" "100" "0"
"1182" 144 13934 579 "two_step_01" "0.6/0.7" "2500" "100" "0"
"1183" 156 15145 575 "two_step_01" "0.6/0.7" "2500" "100" "0"
"1184" 168 14850 571 "two_step_01" "0.6/0.7" "2500" "100" "0"
"1185" 180 14865 570 "two_step_01" "0.6/0.7" "2500" "100" "0"
"1186" 192 15362 569 "two_step_01" "0.6/0.7" "2500" "100" "0"
"1187" 204 16170 575 "two_step_01" "0.6/0.7" "2500" "100" "0"
"1188" 216 16053 573 "two_step_01" "0.6/0.7" "2500" "100" "0"
"1189" 228 15989 576 "two_step_01" "0.6/0.7" "2500" "100" "0"
"1190" 240 16386 579 "two_step_01" "0.6/0.7" "2500" "100" "0"
"1191" 252 16344 542 "two_step_01" "0.6/0.7" "2500" "100" "0"
"1192" 264 15196 581 "two_step_01" "0.6/0.7" "2500" "100" "0"
"1193" 276 14427 578 "two_step_01" "0.6/0.7" "2500" "100" "0"
"1194" 288 14498 575 "two_step_01" "0.6/0.7" "2500" "100" "0"
"1195" 300 14965 624 "two_step_01" "0.6/0.7" "2500" "100" "0"
"1196" 312 15519 620 "two_step_01" "0.6/0.7" "2500" "100" "0"
"1197" 324 14900 565 "two_step_01" "0.6/0.7" "2500" "100" "0"
"1198" 336 15754 615 "two_step_01" "0.6/0.7" "2500" "100" "0"
"1199" 348 15344 563 "two_step_01" "0.6/0.7" "2500" "100" "0"
"1200" 360 15232 562 "two_step_01" "0.6/0.7" "2500" "100" "0"
"1201" 12 7498 227 "two_step_01" "0.6/0.7" "2500" "100" "50"
"1202" 24 17172 515 "two_step_01" "0.6/0.7" "2500" "100" "50"
"1203" 36 16269 487 "two_step_01" "0.6/0.7" "2500" "100" "50"
"1204" 48 16268 520 "two_step_01" "0.6/0.7" "2500" "100" "50"
"1205" 60 15838 520 "two_step_01" "0.6/0.7" "2500" "100" "50"
"1206" 72 15546 553 "two_step_01" "0.6/0.7" "2500" "100" "50"
"1207" 84 15196 552 "two_step_01" "0.6/0.7" "2500" "100" "50"
"1208" 96 15146 552 "two_step_01" "0.6/0.7" "2500" "100" "50"
"1209" 108 14448 550 "two_step_01" "0.6/0.7" "2500" "100" "50"
"1210" 120 15078 589 "two_step_01" "0.6/0.7" "2500" "100" "50"
"1211" 132 15251 588 "two_step_01" "0.6/0.7" "2500" "100" "50"
"1212" 144 14427 585 "two_step_01" "0.6/0.7" "2500" "100" "50"
"1213" 156 14845 583 "two_step_01" "0.6/0.7" "2500" "100" "50"
"1214" 168 14837 580 "two_step_01" "0.6/0.7" "2500" "100" "50"
"1215" 180 15499 579 "two_step_01" "0.6/0.7" "2500" "100" "50"
"1216" 192 15947 579 "two_step_01" "0.6/0.7" "2500" "100" "50"
"1217" 204 15916 579 "two_step_01" "0.6/0.7" "2500" "100" "50"
"1218" 216 15391 579 "two_step_01" "0.6/0.7" "2500" "100" "50"
"1219" 228 15527 578 "two_step_01" "0.6/0.7" "2500" "100" "50"
"1220" 240 15934 576 "two_step_01" "0.6/0.7" "2500" "100" "50"
"1221" 252 15968 579 "two_step_01" "0.6/0.7" "2500" "100" "50"
"1222" 264 15659 539 "two_step_01" "0.6/0.7" "2500" "100" "50"
"1223" 276 16453 541 "two_step_01" "0.6/0.7" "2500" "100" "50"
"1224" 288 16013 542 "two_step_01" "0.6/0.7" "2500" "100" "50"
"1225" 300 14599 582 "two_step_01" "0.6/0.7" "2500" "100" "50"
"1226" 312 14692 578 "two_step_01" "0.6/0.7" "2500" "100" "50"
"1227" 324 15121 629 "two_step_01" "0.6/0.7" "2500" "100" "50"
"1228" 336 15262 625 "two_step_01" "0.6/0.7" "2500" "100" "50"
"1229" 348 15392 621 "two_step_01" "0.6/0.7" "2500" "100" "50"
"1230" 360 15426 622 "two_step_01" "0.6/0.7" "2500" "100" "50"
"1231" 12 7503 227 "two_step_01" "0.6/0.7" "2500" "100" "90"
"1232" 24 17013 480 "two_step_01" "0.6/0.7" "2500" "100" "90"
"1233" 36 16120 487 "two_step_01" "0.6/0.7" "2500" "100" "90"
"1234" 48 16600 520 "two_step_01" "0.6/0.7" "2500" "100" "90"
"1235" 60 16136 521 "two_step_01" "0.6/0.7" "2500" "100" "90"
"1236" 72 16123 520 "two_step_01" "0.6/0.7" "2500" "100" "90"
"1237" 84 15739 553 "two_step_01" "0.6/0.7" "2500" "100" "90"
"1238" 96 15591 552 "two_step_01" "0.6/0.7" "2500" "100" "90"
"1239" 108 15763 552 "two_step_01" "0.6/0.7" "2500" "100" "90"
"1240" 120 15570 552 "two_step_01" "0.6/0.7" "2500" "100" "90"
"1241" 132 15425 551 "two_step_01" "0.6/0.7" "2500" "100" "90"
"1242" 144 15320 551 "two_step_01" "0.6/0.7" "2500" "100" "90"
"1243" 156 15068 549 "two_step_01" "0.6/0.7" "2500" "100" "90"
"1244" 168 15262 590 "two_step_01" "0.6/0.7" "2500" "100" "90"
"1245" 180 14962 590 "two_step_01" "0.6/0.7" "2500" "100" "90"
"1246" 192 15587 589 "two_step_01" "0.6/0.7" "2500" "100" "90"
"1247" 204 15460 589 "two_step_01" "0.6/0.7" "2500" "100" "90"
"1248" 216 15925 588 "two_step_01" "0.6/0.7" "2500" "100" "90"
"1249" 228 16134 587 "two_step_01" "0.6/0.7" "2500" "100" "90"
"1250" 240 15553 586 "two_step_01" "0.6/0.7" "2500" "100" "90"
"1251" 252 15652 585 "two_step_01" "0.6/0.7" "2500" "100" "90"
"1252" 264 15927 585 "two_step_01" "0.6/0.7" "2500" "100" "90"
"1253" 276 15312 583 "two_step_01" "0.6/0.7" "2500" "100" "90"
"1254" 288 15476 582 "two_step_01" "0.6/0.7" "2500" "100" "90"
"1255" 300 15813 580 "two_step_01" "0.6/0.7" "2500" "100" "90"
"1256" 312 15748 579 "two_step_01" "0.6/0.7" "2500" "100" "90"
"1257" 324 15657 580 "two_step_01" "0.6/0.7" "2500" "100" "90"
"1258" 336 15942 579 "two_step_01" "0.6/0.7" "2500" "100" "90"
"1259" 348 15804 579 "two_step_01" "0.6/0.7" "2500" "100" "90"
"1260" 360 15602 579 "two_step_01" "0.6/0.7" "2500" "100" "90"
"1261" 12 7494 227 "two_step_01" "0.6/0.7" "5000" "50" "0"
"1262" 24 17291 522 "two_step_01" "0.6/0.7" "5000" "50" "0"
"1263" 36 17359 554 "two_step_01" "0.6/0.7" "5000" "50" "0"
"1264" 48 17003 555 "two_step_01" "0.6/0.7" "5000" "50" "0"
"1265" 60 16349 555 "two_step_01" "0.6/0.7" "5000" "50" "0"
"1266" 72 16175 555 "two_step_01" "0.6/0.7" "5000" "50" "0"
"1267" 84 15856 553 "two_step_01" "0.6/0.7" "5000" "50" "0"
"1268" 96 15991 553 "two_step_01" "0.6/0.7" "5000" "50" "0"
"1269" 108 14878 553 "two_step_01" "0.6/0.7" "5000" "50" "0"
"1270" 120 14901 520 "two_step_01" "0.6/0.7" "5000" "50" "0"
"1271" 132 14932 553 "two_step_01" "0.6/0.7" "5000" "50" "0"
"1272" 144 15114 551 "two_step_01" "0.6/0.7" "5000" "50" "0"
"1273" 156 14486 550 "two_step_01" "0.6/0.7" "5000" "50" "0"
"1274" 168 14401 549 "two_step_01" "0.6/0.7" "5000" "50" "0"
"1275" 180 14049 556 "two_step_01" "0.6/0.7" "5000" "50" "0"
"1276" 192 14055 586 "two_step_01" "0.6/0.7" "5000" "50" "0"
"1277" 204 14486 584 "two_step_01" "0.6/0.7" "5000" "50" "0"
"1278" 216 14516 533 "two_step_01" "0.6/0.7" "5000" "50" "0"
"1279" 228 14242 525 "two_step_01" "0.6/0.7" "5000" "50" "0"
"1280" 240 13428 510 "two_step_01" "0.6/0.7" "5000" "50" "0"
"1281" 252 11941 459 "two_step_01" "0.6/0.7" "5000" "50" "0"
"1282" 264 11223 454 "two_step_01" "0.6/0.7" "5000" "50" "0"
"1283" 276 10545 443 "two_step_01" "0.6/0.7" "5000" "50" "0"
"1284" 288 9874 373 "two_step_01" "0.6/0.7" "5000" "50" "0"
"1285" 300 8989 364 "two_step_01" "0.6/0.7" "5000" "50" "0"
"1286" 312 9444 357 "two_step_01" "0.6/0.7" "5000" "50" "0"
"1287" 324 8552 355 "two_step_01" "0.6/0.7" "5000" "50" "0"
"1288" 336 8450 351 "two_step_01" "0.6/0.7" "5000" "50" "0"
"1289" 348 8893 343 "two_step_01" "0.6/0.7" "5000" "50" "0"
"1290" 360 8543 336 "two_step_01" "0.6/0.7" "5000" "50" "0"
"1291" 12 7514 227 "two_step_01" "0.6/0.7" "5000" "50" "50"
"1292" 24 17751 521 "two_step_01" "0.6/0.7" "5000" "50" "50"
"1293" 36 17407 554 "two_step_01" "0.6/0.7" "5000" "50" "50"
"1294" 48 17291 555 "two_step_01" "0.6/0.7" "5000" "50" "50"
"1295" 60 17011 555 "two_step_01" "0.6/0.7" "5000" "50" "50"
"1296" 72 16973 555 "two_step_01" "0.6/0.7" "5000" "50" "50"
"1297" 84 16076 554 "two_step_01" "0.6/0.7" "5000" "50" "50"
"1298" 96 16007 553 "two_step_01" "0.6/0.7" "5000" "50" "50"
"1299" 108 15726 553 "two_step_01" "0.6/0.7" "5000" "50" "50"
"1300" 120 14357 553 "two_step_01" "0.6/0.7" "5000" "50" "50"
"1301" 132 14203 553 "two_step_01" "0.6/0.7" "5000" "50" "50"
"1302" 144 14442 553 "two_step_01" "0.6/0.7" "5000" "50" "50"
"1303" 156 15119 552 "two_step_01" "0.6/0.7" "5000" "50" "50"
"1304" 168 14771 550 "two_step_01" "0.6/0.7" "5000" "50" "50"
"1305" 180 14334 551 "two_step_01" "0.6/0.7" "5000" "50" "50"
"1306" 192 14630 550 "two_step_01" "0.6/0.7" "5000" "50" "50"
"1307" 204 14265 516 "two_step_01" "0.6/0.7" "5000" "50" "50"
"1308" 216 14548 546 "two_step_01" "0.6/0.7" "5000" "50" "50"
"1309" 228 13882 543 "two_step_01" "0.6/0.7" "5000" "50" "50"
"1310" 240 14970 538 "two_step_01" "0.6/0.7" "5000" "50" "50"
"1311" 252 14342 535 "two_step_01" "0.6/0.7" "5000" "50" "50"
"1312" 264 13150 502 "two_step_01" "0.6/0.7" "5000" "50" "50"
"1313" 276 13996 522 "two_step_01" "0.6/0.7" "5000" "50" "50"
"1314" 288 13813 519 "two_step_01" "0.6/0.7" "5000" "50" "50"
"1315" 300 13614 516 "two_step_01" "0.6/0.7" "5000" "50" "50"
"1316" 312 12736 439 "two_step_01" "0.6/0.7" "5000" "50" "50"
"1317" 324 12691 435 "two_step_01" "0.6/0.7" "5000" "50" "50"
"1318" 336 12366 433 "two_step_01" "0.6/0.7" "5000" "50" "50"
"1319" 348 12073 422 "two_step_01" "0.6/0.7" "5000" "50" "50"
"1320" 360 11621 417 "two_step_01" "0.6/0.7" "5000" "50" "50"
"1321" 12 7515 227 "two_step_01" "0.6/0.7" "5000" "50" "90"
"1322" 24 17165 521 "two_step_01" "0.6/0.7" "5000" "50" "90"
"1323" 36 17550 554 "two_step_01" "0.6/0.7" "5000" "50" "90"
"1324" 48 17293 555 "two_step_01" "0.6/0.7" "5000" "50" "90"
"1325" 60 17227 555 "two_step_01" "0.6/0.7" "5000" "50" "90"
"1326" 72 16840 555 "two_step_01" "0.6/0.7" "5000" "50" "90"
"1327" 84 16899 555 "two_step_01" "0.6/0.7" "5000" "50" "90"
"1328" 96 16424 555 "two_step_01" "0.6/0.7" "5000" "50" "90"
"1329" 108 16281 555 "two_step_01" "0.6/0.7" "5000" "50" "90"
"1330" 120 16086 554 "two_step_01" "0.6/0.7" "5000" "50" "90"
"1331" 132 15489 553 "two_step_01" "0.6/0.7" "5000" "50" "90"
"1332" 144 15209 554 "two_step_01" "0.6/0.7" "5000" "50" "90"
"1333" 156 15755 554 "two_step_01" "0.6/0.7" "5000" "50" "90"
"1334" 168 15788 553 "two_step_01" "0.6/0.7" "5000" "50" "90"
"1335" 180 15254 552 "two_step_01" "0.6/0.7" "5000" "50" "90"
"1336" 192 15425 552 "two_step_01" "0.6/0.7" "5000" "50" "90"
"1337" 204 15210 552 "two_step_01" "0.6/0.7" "5000" "50" "90"
"1338" 216 15020 550 "two_step_01" "0.6/0.7" "5000" "50" "90"
"1339" 228 15100 552 "two_step_01" "0.6/0.7" "5000" "50" "90"
"1340" 240 14274 551 "two_step_01" "0.6/0.7" "5000" "50" "90"
"1341" 252 14938 551 "two_step_01" "0.6/0.7" "5000" "50" "90"
"1342" 264 15022 551 "two_step_01" "0.6/0.7" "5000" "50" "90"
"1343" 276 14675 551 "two_step_01" "0.6/0.7" "5000" "50" "90"
"1344" 288 14222 549 "two_step_01" "0.6/0.7" "5000" "50" "90"
"1345" 300 14729 550 "two_step_01" "0.6/0.7" "5000" "50" "90"
"1346" 312 14412 550 "two_step_01" "0.6/0.7" "5000" "50" "90"
"1347" 324 14534 549 "two_step_01" "0.6/0.7" "5000" "50" "90"
"1348" 336 14854 548 "two_step_01" "0.6/0.7" "5000" "50" "90"
"1349" 348 14711 548 "two_step_01" "0.6/0.7" "5000" "50" "90"
"1350" 360 14982 548 "two_step_01" "0.6/0.7" "5000" "50" "90"
"1351" 12 7491 227 "two_step_01" "0.6/0.7" "5000" "100" "0"
"1352" 24 17293 522 "two_step_01" "0.6/0.7" "5000" "100" "0"
"1353" 36 17080 554 "two_step_01" "0.6/0.7" "5000" "100" "0"
"1354" 48 16846 555 "two_step_01" "0.6/0.7" "5000" "100" "0"
"1355" 60 16127 554 "two_step_01" "0.6/0.7" "5000" "100" "0"
"1356" 72 16164 553 "two_step_01" "0.6/0.7" "5000" "100" "0"
"1357" 84 15516 553 "two_step_01" "0.6/0.7" "5000" "100" "0"
"1358" 96 15002 552 "two_step_01" "0.6/0.7" "5000" "100" "0"
"1359" 108 15088 552 "two_step_01" "0.6/0.7" "5000" "100" "0"
"1360" 120 15294 551 "two_step_01" "0.6/0.7" "5000" "100" "0"
"1361" 132 15362 551 "two_step_01" "0.6/0.7" "5000" "100" "0"
"1362" 144 14929 546 "two_step_01" "0.6/0.7" "5000" "100" "0"
"1363" 156 15452 588 "two_step_01" "0.6/0.7" "5000" "100" "0"
"1364" 168 15255 541 "two_step_01" "0.6/0.7" "5000" "100" "0"
"1365" 180 15037 580 "two_step_01" "0.6/0.7" "5000" "100" "0"
"1366" 192 14570 577 "two_step_01" "0.6/0.7" "5000" "100" "0"
"1367" 204 14963 563 "two_step_01" "0.6/0.7" "5000" "100" "0"
"1368" 216 14640 558 "two_step_01" "0.6/0.7" "5000" "100" "0"
"1369" 228 13728 528 "two_step_01" "0.6/0.7" "5000" "100" "0"
"1370" 240 11791 477 "two_step_01" "0.6/0.7" "5000" "100" "0"
"1371" 252 11984 474 "two_step_01" "0.6/0.7" "5000" "100" "0"
"1372" 264 11365 445 "two_step_01" "0.6/0.7" "5000" "100" "0"
"1373" 276 11862 435 "two_step_01" "0.6/0.7" "5000" "100" "0"
"1374" 288 11533 427 "two_step_01" "0.6/0.7" "5000" "100" "0"
"1375" 300 12621 424 "two_step_01" "0.6/0.7" "5000" "100" "0"
"1376" 312 12241 421 "two_step_01" "0.6/0.7" "5000" "100" "0"
"1377" 324 12657 420 "two_step_01" "0.6/0.7" "5000" "100" "0"
"1378" 336 12486 420 "two_step_01" "0.6/0.7" "5000" "100" "0"
"1379" 348 12595 416 "two_step_01" "0.6/0.7" "5000" "100" "0"
"1380" 360 12704 415 "two_step_01" "0.6/0.7" "5000" "100" "0"
"1381" 12 7511 227 "two_step_01" "0.6/0.7" "5000" "100" "50"
"1382" 24 16784 487 "two_step_01" "0.6/0.7" "5000" "100" "50"
"1383" 36 17326 555 "two_step_01" "0.6/0.7" "5000" "100" "50"
"1384" 48 17006 555 "two_step_01" "0.6/0.7" "5000" "100" "50"
"1385" 60 16285 554 "two_step_01" "0.6/0.7" "5000" "100" "50"
"1386" 72 15704 554 "two_step_01" "0.6/0.7" "5000" "100" "50"
"1387" 84 16158 554 "two_step_01" "0.6/0.7" "5000" "100" "50"
"1388" 96 15503 553 "two_step_01" "0.6/0.7" "5000" "100" "50"
"1389" 108 14952 552 "two_step_01" "0.6/0.7" "5000" "100" "50"
"1390" 120 15262 552 "two_step_01" "0.6/0.7" "5000" "100" "50"
"1391" 132 14772 551 "two_step_01" "0.6/0.7" "5000" "100" "50"
"1392" 144 15258 592 "two_step_01" "0.6/0.7" "5000" "100" "50"
"1393" 156 15013 592 "two_step_01" "0.6/0.7" "5000" "100" "50"
"1394" 168 15789 590 "two_step_01" "0.6/0.7" "5000" "100" "50"
"1395" 180 16071 591 "two_step_01" "0.6/0.7" "5000" "100" "50"
"1396" 192 16081 590 "two_step_01" "0.6/0.7" "5000" "100" "50"
"1397" 204 15848 590 "two_step_01" "0.6/0.7" "5000" "100" "50"
"1398" 216 15947 547 "two_step_01" "0.6/0.7" "5000" "100" "50"
"1399" 228 16024 547 "two_step_01" "0.6/0.7" "5000" "100" "50"
"1400" 240 16075 546 "two_step_01" "0.6/0.7" "5000" "100" "50"
"1401" 252 15773 582 "two_step_01" "0.6/0.7" "5000" "100" "50"
"1402" 264 15948 579 "two_step_01" "0.6/0.7" "5000" "100" "50"
"1403" 276 15444 576 "two_step_01" "0.6/0.7" "5000" "100" "50"
"1404" 288 15452 572 "two_step_01" "0.6/0.7" "5000" "100" "50"
"1405" 300 14693 569 "two_step_01" "0.6/0.7" "5000" "100" "50"
"1406" 312 14990 560 "two_step_01" "0.6/0.7" "5000" "100" "50"
"1407" 324 14884 559 "two_step_01" "0.6/0.7" "5000" "100" "50"
"1408" 336 14827 554 "two_step_01" "0.6/0.7" "5000" "100" "50"
"1409" 348 15319 552 "two_step_01" "0.6/0.7" "5000" "100" "50"
"1410" 360 15219 551 "two_step_01" "0.6/0.7" "5000" "100" "50"
"1411" 12 7504 227 "two_step_01" "0.6/0.7" "5000" "100" "90"
"1412" 24 17357 554 "two_step_01" "0.6/0.7" "5000" "100" "90"
"1413" 36 17446 555 "two_step_01" "0.6/0.7" "5000" "100" "90"
"1414" 48 17028 554 "two_step_01" "0.6/0.7" "5000" "100" "90"
"1415" 60 16853 554 "two_step_01" "0.6/0.7" "5000" "100" "90"
"1416" 72 16656 554 "two_step_01" "0.6/0.7" "5000" "100" "90"
"1417" 84 16597 554 "two_step_01" "0.6/0.7" "5000" "100" "90"
"1418" 96 16387 554 "two_step_01" "0.6/0.7" "5000" "100" "90"
"1419" 108 16038 554 "two_step_01" "0.6/0.7" "5000" "100" "90"
"1420" 120 15554 554 "two_step_01" "0.6/0.7" "5000" "100" "90"
"1421" 132 15597 554 "two_step_01" "0.6/0.7" "5000" "100" "90"
"1422" 144 15650 554 "two_step_01" "0.6/0.7" "5000" "100" "90"
"1423" 156 16243 595 "two_step_01" "0.6/0.7" "5000" "100" "90"
"1424" 168 16503 594 "two_step_01" "0.6/0.7" "5000" "100" "90"
"1425" 180 15838 594 "two_step_01" "0.6/0.7" "5000" "100" "90"
"1426" 192 16117 594 "two_step_01" "0.6/0.7" "5000" "100" "90"
"1427" 204 15730 593 "two_step_01" "0.6/0.7" "5000" "100" "90"
"1428" 216 15755 593 "two_step_01" "0.6/0.7" "5000" "100" "90"
"1429" 228 16174 593 "two_step_01" "0.6/0.7" "5000" "100" "90"
"1430" 240 16366 592 "two_step_01" "0.6/0.7" "5000" "100" "90"
"1431" 252 16434 592 "two_step_01" "0.6/0.7" "5000" "100" "90"
"1432" 264 16393 592 "two_step_01" "0.6/0.7" "5000" "100" "90"
"1433" 276 16769 591 "two_step_01" "0.6/0.7" "5000" "100" "90"
"1434" 288 16569 591 "two_step_01" "0.6/0.7" "5000" "100" "90"
"1435" 300 16558 592 "two_step_01" "0.6/0.7" "5000" "100" "90"
"1436" 312 16082 591 "two_step_01" "0.6/0.7" "5000" "100" "90"
"1437" 324 15866 591 "two_step_01" "0.6/0.7" "5000" "100" "90"
"1438" 336 16304 591 "two_step_01" "0.6/0.7" "5000" "100" "90"
"1439" 348 16323 589 "two_step_01" "0.6/0.7" "5000" "100" "90"
"1440" 360 16327 589 "two_step_01" "0.6/0.7" "5000" "100" "90"
